价格便宜,1
工作效率高,1
还可以,0
正在适应中,0
慢慢学习中,0
信得过京东,0
颜值高,1
手感不错,0
服务好,0
用一段时间再看看,0
物流最给力,0
第一次在京东买行货笔记本,0
具体的需要在看,0
8G,0
只不过渠道不一样,0
验证过了,0
后面才收到电脑包,0
很喜欢旁边数字小键盘的设计,0
给你五分,0
金色倒是很多,0
价格合适,0
公司采购都在京东,0
质量没问题,0
系统运行很流畅,1
很便宜,1
会一直支持下去的,0
运行静音,1
不错,0
希望商家继续努力,0
虽然买ThinkPad的用户可能不熬夜玩游戏,0
不太喜欢,0
200uarr,0
用着很舒服,0
小本超薄,1
双十一秒杀的时候买的,0
对于小黑的整体感觉就是强大而实用,0
高分屏很棒,0
这个机器目前应该是很多配置都可以定制了,0
非常好的商品价格低质量好,0
发生一次意外死机,0
非常轻薄,1
回家后学习,0
很划算,0
赠品包也大气,0
很不错哦,0
虽然小的不多,0
完美,0
纠结了很久到底三千块预算买平板还是电脑,0
小哥的态度特别谦和,0
而且系统快,0
送的包质感稍微差了点,1
还给安装系统,0
双十一礼物到手了,0
很喜欢,0
真的很快就送过来了,0
很好用,0
收到,0
键盘手感很好,0
简单大气,1
就是有时候散热风扇声音有点大,1
好评吧,0
找工作用,0
非常漂亮,1
可以可以是正品,0
大品牌,0
2018,0
特别好用,0
机器很轻,1
今天安装了,0
不错的商品会继续购买,0
轻快便捷,0
yen,0
速度杠杠的,0
一直到第六代,0
电脑没啥问题,0
这一代更轻薄,1
高端大气上档次,0
正版,0
商务好伙伴,0
好不习惯,0
一斧下去,0
速度快,1
好用,0
东西还不错,0
从各方面表现来看不错,0
是不是正品还没有验证,0
手感舒服,1
价廉物美,1
没错,0
风扇转太高了,1
携带方便,1
装了点软件,0
开机关机超快,1
优惠不少,0
但是我喜欢灰色的,0
笔记本外观好看,1
没留意,0
特别是触摸板非常好用,0
值得推荐,0
双11都没过完,0
物流快,0
性能不错,1
看视频图片都模糊的像盗版,0
一切都很好,0
感觉不错,0
特别喜欢,0
感觉非常不错,0
双十一的冲动消费,0
虽然在换系统时非常麻烦,0
会影响该商品销量,0
屏感觉小了,0
同事推荐的,0
pro和X1,0
看看怎样,0
性价比很高,1
昨天下单今天收到货了,0
建议对贵重物品京东应该再加一层自己的包装箱,0
摸索mac,0
京东买的东西质量有保证,0
安心,0
很好很好很好很好很好很好很好很好很好很好很好很好,0
客服协商后解决了,0
可能会有一段时间适应,1
他很满意,0
还是很好的,0
硬件配置不错,1
一切都很好,0
显示很清晰,1
2018,0
商家服务态度也恶劣,0
重要事情说三遍,0
不是特别推荐购买这款,0
做工质量都不错,0
至少85分以上,0
我在买了这么多年,0
都很不错,0
外观时尚大气,1
东西不错,0
屏幕占比太差,0
办公好能手,0
经典的键盘,0
再顶一次联想,0
物流很给力啊,0
很满意,0
客服非常的耐心,0
确实不错,0
四核速度快,0
对非正版软件不友好,0
真正用上了,1
电脑是正品无疑,1
我购买的是定制版的,0
笔记本很小,1
客服服务态度也很好,0
总体给好评,0
结果赠品送错,0
这次配置最高,1
包装完美,0
眼睛不好的慎重考虑一下,0
为了1234567894513319字,0
所以散热效果不是很理想,0
味道不错,1
一直就不在意币和积分怎么用,0
很满意,0
质量很好,0
win屏支持不佳,0
一会6000,0
完美,0
客服耐心,0
不错吧,0
放凉之后恢复正常,0
打游戏都合适,0
没什么问题,0
跟朋友咨询过自己做个视频编辑啥的应该也没问题,0
发热有点严重,1
外观上超出预期,0
Pro,0
正在熟悉系统,0
不由得精神为之一振,0
运行系统流畅,1
重启没毛病,0
不错,0
运行流畅,1
除了电脑和一个充电器,0
祝生意兴隆,0
光滑厚实的质感,0
连个鼠标也不给我,0
正是我喜欢的,0
超级喜欢,0
本来看的是别的电脑,0
效果杠杠的,0
性价比低,1
到这个价格,0
客服服务也很耐心,0
而且很轻,1
帮客户购买的,0
给鼠标,0
435889655,0
期待他的表现,0
用了一段时间了,0
非常棒,0
不错哦,0
很满意,0
带bar和不带bar的犹豫很久,0
买了带touch,0
128固盘,0
服务很好,0
比较轻,1
速度很棒,1
黑将s5运行良好,0
还不知道使用情况,0
第一次用mac,0
物流公司服务态度很好,0
手感佳,0
再用些时间看看,0
速度也很快,1
很好很好很好很好很好很好很好,0
配置好,1
非常好,0
宝贝不错,0
京东物流真心快,0
有质感,1
正品100%,0
很喜欢,0
值得拥有,0
吃鸡首选,1
但是一两百页的word文档会卡,0
物流很快,0
京东自营还是值得信赖的,0
这个系统还不怎么会用,0
喜欢的朋友可以入手,0
开机很快,1
便宜好用,1
但就是价格也高了,0
如果以后壳少,0
可能是因为我的ID有问题,0
服务态度也很好,0
手感很好,0
您没有填写内容,0
哈哈哈哈,0
完美,0
然后系统没有大家说的那么不好用,0
电池循环3次,0
戴尔是游戏机,0
因为有京东快递,0
比较轻,1
文件打开,0
所以也没开机,0
小红帽很好用,0
家里原本一台iMac,0
方便携带,1
发票还没收到,0
运行速度可以,1
键盘的手感也很棒,0
充电挺快的,1
商家存在欺诈,0
多亏了两位客服美女的帮助,0
降价采购,0
我没聊赠品,0
大品牌,0
air,0
电脑挺好的,0
很不错,0
就是不习惯,0
可是没有给我开发票呢,0
而且物流也快,0
总之,0
性能好,1
质量非常好,0
好评,0
不错,0
看了评论都不敢买了,0
价格决定了性能吧,0
也不算好,0
只是越来越贵啊,0
小键盘那里比较烫,1
挺满意的,0
应该还不错,0
一如既往的好,0
特别喜欢,0
说用起来非常好,1
相对于其他电商,0
满意啊啊啊哈哈哈,0
看上去不错,1
现在什么礼品都没,0
我的东芝的,0
验证了是正品,0
都按照要求做了,0
以后需要时还在这家店买,0
是原装正品,0
值得购买,0
物有所值,0
物流特快,0
很痛快,0
值得推荐,0
解答疑问不厌其烦,0
颜值爆表,1
此用户未及时填写评价内容,0
我又重新定了一台,0
因为复制一下就好了,0
系统运行速度快,1
不要令一直支持你的老客户们失望,0
E580,0
屏幕太小,1
黑色的电脑看起来,1
价位也很亲明,0
没办法买这个集显的了,0
比起官网划算太多了,0
i5,0
X280,0
不错,0
从下单到到货问了客服好多问题都耐心解答,0
买了主要办公出差用,0
客服也态度很好,0
新款笔记本是给公司高层购买的,0
那么你就有机会成为一个打工仔,0
物流比较快,0
没有问题,0
哈哈哈下次还来,0
用起来很舒服,0
绝对赞,0
好评满满的,0
很满意的一次购物,0
thinkpad笔记本性能不错,1
多次购买本本了,0
streaming,0
而今,0
外观看起来不错,1
白条买的,0
都调好后就行了,0
还不错,0
Carbon电脑包,0
送货快,0
总体感觉与期望相当,0
稍微负载高了,1
完美无缺,0
好用的本,0
客服反应速度快,1
426苹果品牌日的时候买的,0
京东快递,0
使用无问题,0
键盘还不错,0
是全新的,0
开机速度快,1
好评,0
速度也很快,1
东西很好是正品,0
低调奢华有内涵,0
看啦并了解啦好多品牌,0
东西是正品,0
东西不错,0
期待高速运转,0
速度快,1
值得买,0
会很珍惜的,0
好评,0
会影响该商品销量,0
键盘打起来舒服,0
喜欢,0
机器还是很不错的,0
值得信赖,0
挺满意的购物,0
附带两个5号电池,1
瞬间就不好了,0
速度很快,1
正在装系统,0
因为是新鸟对操作系统不太熟悉,0
用着非常爽,0
他们说的扬声器声音小不存在,0
京东物流很给力,0
开机速度快,1
物流速度快的没话说,0
这个价格还送电脑包及鼠标,0
128G目前够用,0
我觉得很适合女生用的笔记本,0
趁有活动赶紧买,0
哈哈,0
正品,0
满意,0
作为上班族,0
没毛病,0
这配置很不错了,0
机器性能不错,1
很好,0
这一款心怡以久,0
和电池循环都是正常的,0
电脑运行速度很快,1
外观不错,1
永不再来,0
散热好,1
很薄很轻便,1
真的很不错,0
而且颜值我绝对在线,1
全新正品,0
室温保持在21℃,0
不错,0
使用感不错,0
屏幕大,1
目前感觉还不错,0
用起来很好,0
顺畅,1
正品,0
差评绝对差评,0
非常好,0
整体还是非常满意的,0
运行很安静,1
图书馆,0
一直是ThinkPad的忠实粉丝,0
一直就想买了,0
上网,0
我在为什么喜欢京东买东西,0
值得信赖,0
第二台,0
第二天一早就到了,0
我一下买了两台,0
发货特别及时,0
固态硬盘的速度远远大于机械硬盘,0
很不错,0
默认好评,0
而且物流也很快,0
很酷,0
用了以后非常满意,0
刚买来,0
说明这款产品没问题,0
不错不错,0
没什么别的问题,0
当时还好说歹说的跟店家还价,0
回家很喜欢,0
评论80个字以上就可以获得50个积分,0
开机速度快,1
容量大,1
性价比高,1
非常漂亮,1
就是有点小贵,1
一直在用,0
东西很好,0
是行货,0
双十一等了一周多才有货,0
大爱,0
颜值很高,1
送给孩子用,0
第一次购买MacBook,0
轻薄便携,1
颜值爆表,1
到货速度挺快的,0
期待后期使用体验,0
很轻薄,1
很满意,0
固体硬盘就是快,0
周末准备去专卖店装个win10系统,0
电脑使用一个月了,0
值得信赖,0
也有买到比较坑的产品,0
很漂亮,1
最后终于下手,0
说有免费的office办公软件怎么没有呢,0
配上8G内存,0
很意外,0
满意,0
开机很快,1
玩玩LOL之类的处理散热需要配备散热器,0
是真品,0
我不会偷懒到复制粘贴评价,0
使用起来还不错,0
第一次用苹果的系统,0
goooooooooooood,0
电脑包装盒外面还有一个箱子保护,0
这款外形很薄,1
京东快捷方便,0
后期可以自己再改改,0
如果我用这段话来评价,0
双11购买的,0
说实在,0
体验一下非常棒,0
用着挺不错的,1
本子轻,1
Mac体验就是好,0
物流也很快,0
快递一天就到了,0
总是链接不上,0
内存将来可扩,1
FHD,0
电脑挺好的,0
开机速度快,1
自己折腾好的,0
特别棒,0
还不错的商品,0
而且这个笔记本非常让我惊喜,0
非常不错,0
虽然是618期间物流还是很准时到了赞一个,0
很适合女生使用,0
我是来赚豆豆的,0
不到一天时间,0
笔记本电脑用的一直都是联想,0
心情小激动了一下,0
客服态度好,0
在thinkpad和苹果之间纠结了一下下,0
刚到手,0
不错的产品,0
办公电脑还是用thinkpad比较省心,0
希望以后活动多多,0
不错,0
不错,0
好评,0
最后还是决定入手最新款,0
一次点亮,0
看见JD双11好价就下手买了一台,0
到时候华为pc应该站在巅峰了,0
支持国产笔记本,0
我为什么喜欢在京东买东西,0
快递也挺快的,0
开机并不快,1
电脑不错,0
省时省力,0
也薄,1
虽然不是黑色的,0
入手就爱上,0
办公用足够,0
包装很完整,0
卡爆了,0
性能好,1
用了十来天了,0
京东商城真是太方便了,0
小黑是心中理想的产品,0
完全超出期望值,0
不错,0
京东自营的,0
一次愉快的购物,0
超薄,1
到货时间很快,0
满意,0
试一下ibm,0
很喜欢,0
键盘真的很好用,0
非常美,1
集显比独显还贵,1
超喜欢,0
物流服务到位,0
蛮实惠的,0
非常满意,0
赶在了1111快递爆仓之前,0
速度快,1
带起来很方便,1
到货好快的,0
整体不错,0
头一次在网上预订笔记本,0
黑色,0
昨天下单今天送到,0
很好,0
质量很好,0
性价比也比较高,1
苹果值得信赖,0
现在还在熟悉了解苹果系统吧,0
真的是非常值,0
正品,0
我问了不少问题,0
携带方便,1
配送的也很快发票也很快就收到了但是,0
运送速度很快,0
用了一段时间才给的评价,0
买了一个,0
好评,0
笔记本真的很薄啊,1
正在体验中,0
还可以,0
公司一直想弄几台笔记本,0
价廉物美,1
外观设计很好,1
老公很喜欢,0
很精致,1
灰色超级漂亮,0
生个PAD,0
很轻薄,1
非常喜欢这个电脑,0
工作娱乐两不误,0
电脑自身预装了Office,0
我为什么每个商品的评价都一样,0
份量足小巧原品,0
轻巧,1
商品说带发票,0
感觉发热还开忍受,0
您没有填写内容,0
就是价格有点贵,1
国行正品,0
性价比好,1
用着还可以,0
说实在,0
很不错,0
节后上班送过来了,0
底部就很烫了,0
用一段时间再说,0
用起来爽爽的,0
人性化在线安装,0
喜欢的可以下手,0
办公用,0
机器手感不错,0
所有出厂证书齐全,0
买的第二台X1,0
是正品,0
下次还会购买,0
开机速度很快,1
很薄很轻,1
系统默认好评,0
便于携带,1
小黑终于到了,0
开机有好多配置信息,0
电脑质感很好,0
电脑也是正品,0
嘻嘻,0
适合办公,0
交易成功后,0
外观商务气息足,0
苹果的细节把控确实高出别家几筹,0
超级惊艳,1
之前还一直担心非自营的会有翻新机,0
开机11秒,0
送货非常快,0
挺流畅,1
屏幕清晰,1
机器不错,0
性能好,1
总之性价比还是可以的,0
电脑确实为正品,0
推诿,0
散热好,1
鉴于是个学生党,0
就是系统还不习惯,0
品质真的好,1
高端大气上档次,0
包装完整没有损伤,0
终于在双十一下单买下了,0
做工精细,1
起来非常流畅,1
够用了,0
外观不张扬,1
东西很好,0
东西不错,0
炫酷,1
用了一段时间,0
速度也快,1
价格不高,1
不得不佩服京东的物流,0
同时进了两台,0
本来一直用单位配发的X201,0
但需要吐槽一下,0
用起来很顺畅,1
宝贝不错,0
笔记本今天回来啦,0
质量非常好,0
速度确实很快,1
太棒了,0
非常薄,1
直营还是可以让人信任的,0
是正品,0
存储数据不再捉襟见肘,0
秒杀抢的,0
机器速度快,1
性能ok,1
做工,0
性价比很高,1
看电视,0
很不错,0
轻便小巧,1
做工优秀,1
顺丰的快递,0
下次还会再来,0
流行了,0
电池续航时间长,1
学习用的,0
运行流畅,1
东西很好,0
一直信任京东,0
有问必答,0
散热快,1
东西查过了是正品,0
速度快,1
不好用,0
是正品,0
挺快,0
谢谢,0
电脑很好,0
使用中,0
和iPhone是无缝衔接的,0
质量有保障的我们都喜欢,0
电脑开机速度快,1
真的非常快,0
轻,1
外观经典大气,1
因为不了解目前的售后政策,0
整体做工不错,0
很轻薄,1
就是接口比较特别,0
感觉不错,0
就是有点贵,1
应该是正品,0
用用再说吧,0
笔记本原来在苹果体验店试玩过,0
电池耐用,1
而且物流超快,0
热情,0
速度飙升了很多,1
希望好用吧,0
预装了Office,0
东西不错,0
发货很及时,0
用顺了,0
good,0
与卖家描述的完全一致,0
第二天就送到了,0
外型美观,1
现在商场,0
服务好,0
大屏幕,1
反正给朋友买的,0
卖家态度超级好有问必答,0
外观很漂亮啊,1
主要看中机器很轻,1
哪里哪里都很赞,1
但是现在也是为了科研专门买的笔记本,0
看上去不错,1
暂时没有问题,0
很不错,0
速度快,1
显示器真心好,0
刚买回来,0
已经开机工作了,0
笔记本还是第一次,0
值得购买,0
从仓储管理,0
一如既往的好,0
屏幕超级棒,1
自己去下载的,0
操作流畅,1
宝贝不错,0
非常好,0
一边装机一边问,0
只是价格比考拉贵200,0
存储空间大,0
装环境装了三天,0
非常喜欢,0
物流运输非常之快,0
一直都想买一台thinkpad终于下手了,0
很喜欢,0
质量非常好,0
前后,0
服务好,0
定追加好评,0
且分辨率高比较清晰,1
不反光刺眼,0
很及时,0
整体上还不错,0
第一时间送货,0
但配送员说什么都不送上门,0
就是下单提示有赠品,0
送货人员服务好,0
只怪我读书少,0
价格实在,0
平时处理处理文档工作,0
好好用,0
物流也很快,0
x280比270薄了好多,0
头一次用,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0
性能也还不错,1
公司一直都买这款电脑,0
的确不错,0
超值价买了三台不错,0
像素依然是1366乘768的,0
很薄,1
正品,0
X系列拥趸,0
好评,0
慢慢学习吧,0
重量还轻一些,0
送给女儿的,0
轻便,1
很实惠,0
质量好,1
好用,0
电池循环一次,0
价格不错,1
质量超好,0
非常棒,0
客服不错比个心,0
非常方便,1
做工,0
先用个几天再来追评,0
和微软系统相比太多不同,0
办公大家都提倡Thinkpad,0
整体外观上档次,1
挺好的,0
TP的质量我认为是所有电脑品牌中最值得信赖的,0
蛮享受的,0
双11活动买的,0
挺快,0
带出去非常的方便,1
看片挺清爽,0
运行速度,1
电脑棒棒哒,0
可惜买早了半天,0
发货速度非常快,0
物流很快,0
如果老板是个男的,0
轻便易携带,1
所以我统一用段话作为评价内容,0
外观时尚大气,1
买了给公司用的,0
拿到货试用了完全放心,0
物流很快,0
谢谢,0
公司已经采购好几台了,0
值得拥有,0
查验完毕都可以,0
之前公司用的15寸的,0
很满意,0
FHD,0
美美美,1
很好很好很好很好,0
感觉反应有点慢,1
也蛮好看的,0
mac就是适合开发,0
漂亮,1
满意,0
电脑开关机快,1
也用了好几代产品了,0
而且份量很轻,1
商家服务也挺好赠送了电脑包和鼠标,0
物流也比较给力,0
目前感觉很满意,0
吓一跳,0
做工精细,1
我觉得有卡顿,1
很好,0
就是电脑反应有点慢,1
发热还可以,1
屏大小刚刚好,0
速度非常的快,1
各种喜欢,0
看上这个型号的电脑,0
开不开机无数次,0
知道我急,0
满意,0
服务质量好,0
客服很耐心解答问题,0
重量很轻,1
比心,0
您没有填写内容,0
性价比还可以,1
虽然有些地方没有其他的好,0
共勉加油,0
14英寸轻薄笔记本电脑,0
电脑还不错,0
相对于来说很不错了,1
使用了几周,0
非常好,0
当时问了能退差价,0
倘若别人,0
很满意,0
性能还是棒棒的,0
系统默认好评,0
就是感觉内存小了些,1
颜值不错,1
游戏没有试,0
携带方便,1
没人管,0
非常愉快的一次购物,0
他们买东西价格一般不超过十块,0
高大上的外观,1
祝生意兴隆,0
机子是国行的没错,0
可能也就是习惯了就好了吧,0
电脑没毛病,0
不错不错,0
但是不影响我喜欢它的心情啊哈哈哈,0
整体上很满意,0
性价比高,1
睡前下单,0
希望以后用的愉快啦,0
就是配置有点低,1
电脑还可以,0
全新有瑕疵,0
很满意,0
在什么角度看都一样,0
E475,0
一直用的X系列,0
效率很高,1
很实用,0
屏幕很好很清晰,1
键盘膜,0
物流超棒,0
物流公司服务态度很好,0
安静,1
物流公司服务态度很好,0
送给老婆的生日礼物,0
挺好的,0
开关机速度更如迅雷不及掩耳盗铃之铃儿响叮当仁不让之势,0
我也是小白,0
货也都是原装,0
色彩自然柔和,0
超级喜欢,0
小黑,0
还带有办公软件,0
很满意,0
商务电脑不应该送个win10pro的系统吗,0
不错哦,0
手感,0
速度杠杠的,0
X1,0
轻巧,1
用着体验不错,0
吓一跳,0
开机速度不快,1
不错不错,0
银色很好看,1
唯一一点不太满意的是屏幕盖子有点松,0
物流快,0
正在探索中,0
颜值高,1
这家不补差价,0
可是我立刻想到,0
感觉内存还是不够大,0
超轻薄,1
是新货,0
价格优惠,1
物流也非常不错,0
待机时间长,1
非常愉快的一次网购,0
为什么我们总是会有这么多的选择困难,0
是正品的质量还不错,0
太烦人,0
此用户未及时填写评价内容,0
屏幕够大,1
做工很精致,0
可以抵好几百块呢,0
蛮轻便的,1
很喜欢,0
1小巧,1
还算可以吧毕竟价格在哪里呀,0
不多说了安抚我的爱机,0
性价比好,1
做工比x系列还是差不少,0
电池循环3次,0
很薄,1
老师很喜欢,0
感觉没有ThinkPad原有的风格,0
同时京东商城在售后管理上也非常好的,0
重量比较轻,1
因为本仙女很懒不想每个宝贝都写好评所以才模仿网友的好评模板,0
5,0
背光键盘FHD,0
但是我又感觉有点对不起辛苦工作的卖家客服,0
有机会再买一套,0
机器性能好,1
强烈推荐,0
第一次在第三方直营店买这种大的电子产品,0
笔记本收到了,0
就是充电会发热,1
适合商务移动办公,0
寄过来没有鼠标和电脑包,0
应该是正品,0
再就是原装系统太慢,0
还是不错的,0
轻薄,1
银色看着很炫,0
性能非常好,1
性价比蛮好,1
非常满意,0
超靠谱,0
公司提出要配置电脑就推荐了这款,0
速度超快,1
很不错,0
超薄,1
就出现关不了机的状态,0
特价活动买,0
京东的产品就是没得说,0
用完后在全村人羡慕的眼光中昂首挺胸扬长而去,0
帮别人买的,0
是正品,0
质量很好,0
非常喜欢,0
这些服务是我购买电脑时最担心的,0
买自己想要的东西,0
希望能用10年,0
送给大外甥的大学礼物,0
送货速度飞快,0
孩子很满意,0
价是优惠了就是到货慢,0
很给力的东东,0
商品质量也相当不错,1
不错,0
不错,0
XP系统到现在确实太慢了,0
分辨率不是很高,1
买来就用上啦,0
希望能伴随后续继续前行,0
轻薄易携,1
物流超快的,0
运行速度快,1
默认好评,0
在生日的时候收到了老婆送的macbook,0
技术与艺术的结晶,0
还行吧,0
发热也很小,0
非常划算,0
第一个mac,0
大品牌就是好,0
think品质,0
开机超快,1
在这买好几样了,0
速度快,1
到时候麻烦掌柜给个优惠,0
良心商家,0
很轻便,1
3天不到,0
值得购买,0
14英寸轻薄笔记本电脑,0
很方便实用,0
非常满意的一次购物,0
time,0
超轻,1
货已经收到,0
大屏幕太爽了,1
反应速度很快,1
可是新款Air也不便宜,0
出场2个多月的机器,0
有时感觉启动也较慢,0
很薄很薄的,1
那一霎那,0
速度超快,1
触感不错,0
电脑用了几天了,0
包装完好无损,0
以解客户忧患,0
送给老婆的老婆看到非常喜欢,0
没办法,0
完美,0
老苹果用户,0
而且外壳有点脏,1
开机速度快,1
用着很舒服,0
我觉得这款还是秒杀当前相同价位的所有机型,0
衣服质量还不错,0
X270,0
很满意的一次购物,0
用起来实在是太爽了,0
颜色外观都不错,1
虽然小贵,0
看上去不错,1
查了电池的使用次数和官网的序列号,0
用的还不错,0
电脑上下有硬海棉包实,0
容量也足够了,1
没什么特别的,0
程序猿一个,0
非常好,0
感觉是非常的简单,0
送货超快,0
开箱很满意,0
货真价实,0
很好用,0
产品不错,0
也安排时间另行配送,0
点个赞,0
居然能通过Apple,0
存储一些大文件还是不错的,0
颜值也高,1
除了充电时比较热,1
用来绘图,0
使用第二天发现系统配置不是首选,0
但是也会卡,0
物流也是很赞,0
商品质量很好,0
Siri不好用,0
平常的办公用,0
持续更新使用感受,1
趁着搞活动拿下了,0
优点是键盘手感好,1
电脑开机速度快,1
但性能完全不一样,0
几个字总结,0
马上玩起游戏来,0
的版本,0
发货速度真是快,0
电脑使用起来也很顺手,0
因为是新手,0
就有经天纬地之才,0
服务还行,0
配置不错,1
苹果电脑还不错,0
为啥不能用win7,0
就有经天纬地之才,0
店家发货速度很棒,0
有时候会闪退黑屏,0
给同事买的,0
等使用后追评,0
但是没有白条免息,0
质量和使用情况度还可以,0
帮亲戚家,0
第三天收到,0
做简单图像方面也够用了,0
服务非常好,0
只希望双11不要降价,0
京东物流挺快的,0
猪喜欢就好,0
同样的价格,0
宝贝不错,0
很薄很轻,1
收到货马上了,0
价位适中,1
用一段时间再来追评,0
道浪费了多少积分,0
买对了,0
很好很好很好很好很好很好,0
比较满意的一次购物,0
是新的不是二手的,0
符合正品,1
非常棒,0
宝贝不错,0
低调的颜色,0
应该是被过,0
一直关注,0
一直感谢京东商城,0
之前一直是小黑,0
性价比比较高,1
非常轻便小巧,1
X280,0
速度快好用的很,0
宝贝不错,0
没有任何问题,0
满足日常办公以及娱乐需求,0
不错不错,0
嗯送货时间比较准时,0
做工很精致,0
绘图不卡,0
希望能多用几年,0
买不起膜啊,0
所以这个价格的thinkpad,0
很漂亮,1
开机也完美,0
还是觉得这款非常合适,0
开机几秒钟,0
给的联系电话是苹果的客服,0
这就是生活的态度,0
开机还是挺快的,0
出差带着很方便,1
证券投资不是每个月,0
穿着很舒服,0
非常好,0
颜值不错,1
下次有需要,0
